Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,7680,0,760.0,913.1747062490833,600.6006120001075,3452.360937999856,74.24205729166667,264.28332707663174,0.0,760,790,810,970,1300,1500,3400,3400,3400,3500,3500
,Aggregated,7680,0,760.0,913.1747062490833,600.6006120001075,3452.360937999856,74.24205729166667,264.28332707663174,0.0,760,790,810,970,1300,1500,3400,3400,3400,3500,3500
