Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,11779,0,990.0,1164.9387142128367,849.1728720000538,4181.144801999835,73.90661346464046,412.6543383032757,0.0,990,1000,1200,1200,1300,1300,4100,4100,4200,4200,4200
,Aggregated,11779,0,990.0,1164.9387142128367,849.1728720000538,4181.144801999835,73.90661346464046,412.6543383032757,0.0,990,1000,1200,1200,1300,1300,4100,4100,4200,4200,4200
