Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,1216,0,340.0,378.4790617837249,137.14837899988197,1215.2388630001951,75.05098684210526,41.94990032662743,0.0,340,360,420,430,440,450,1100,1200,1200,1200,1200
,Aggregated,1216,0,340.0,378.4790617837249,137.14837899988197,1215.2388630001951,75.05098684210526,41.94990032662743,0.0,340,360,420,430,440,450,1100,1200,1200,1200,1200
