Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,7168,0,810.0,980.11058736788,646.8894940007885,3566.3988779997453,74.65011160714286,246.86760536082116,0.0,810,860,990,1000,1400,1500,3500,3500,3600,3600,3600
,Aggregated,7168,0,810.0,980.11058736788,646.8894940007885,3566.3988779997453,74.65011160714286,246.86760536082116,0.0,810,860,990,1000,1400,1500,3500,3500,3600,3600,3600
