Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,5379,0,550.0,655.2785006432244,400.8872589984094,2471.6883809996943,74.4906116378509,185.7869863210996,0.0,550,570,580,590,1200,1300,2400,2400,2500,2500,2500
,Aggregated,5379,0,550.0,655.2785006432244,400.8872589984094,2471.6883809996943,74.4906116378509,185.7869863210996,0.0,550,570,580,590,1200,1300,2400,2400,2500,2500,2500
