Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe,8193,0,1500.0,1685.952763586476,1043.0538949999573,3149.1663690001133,74.27084096179665,287.66040241746714,0.0,1500,1500,1500,1500,3000,3000,3100,3100,3100,3100,3100
,Aggregated,8193,0,1500.0,1685.952763586476,1043.0538949999573,3149.1663690001133,74.27084096179665,287.66040241746714,0.0,1500,1500,1500,1500,3000,3000,3100,3100,3100,3100,3100
