Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/transcribe/raw,5505,0,570.0,635.8985381972798,242.93922700007897,1402.3360819999198,73.93696639418711,191.43687974923554,0.0,570,590,660,670,710,1300,1300,1400,1400,1400,1400
,Aggregated,5505,0,570.0,635.8985381972798,242.93922700007897,1402.3360819999198,73.93696639418711,191.43687974923554,0.0,570,590,660,670,710,1300,1300,1400,1400,1400,1400
